FID;ID_Indicat;Nom_Indica;Departamen;Departam_1;Municipaly;Municipali;Categoria_;Categoria1;Aglomeraci;Función_S;Shape__Area;Shape__Length
1047;12It12;Rurality level;13;Bolívar;13620;San Cristóbal;Ciudades y aglomeraciones;Aglomeración Barranquilla;A-Barranquilla;En aglomeración;45001150.56;28121.98247
1048;12It12;Rurality level;13;Bolívar;13647;San Estanislao;Intermedio;intermedio;Fuera SC;Fuera SC;219258111;63805.68062
1049;12It12;Rurality level;13;Bolívar;13650;San Fernando;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;334998433.9;97425.67207
1050;12It12;Rurality level;13;Bolívar;13654;San Jacinto;Rural;intermedio;Fuera SC;Fuera SC;458561542.7;113262.9831
1051;12It12;Rurality level;13;Bolívar;13655;San Jacinto del Cauca;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;573327764.4;152817.6047
1052;12It12;Rurality level;13;Bolívar;13657;San Juan Nepomuceno;Intermedio;intermedio;Fuera SC;Fuera SC;659554711.2;136091.6331
1053;12It12;Rurality level;13;Bolívar;13667;San Martín de Loba;Rural;Rural;Fuera SC;Fuera SC;466028439.8;126582.3331
1054;12It12;Rurality level;13;Bolívar;13670;San Pablo;Intermedio;Rural;Fuera SC;Fuera SC;2067582797;269552.7397
1055;12It12;Rurality level;13;Bolívar;13673;Santa Catalina;Intermedio;intermedio;Fuera SC;Fuera SC;182920143.7;85854.71284
1056;12It12;Rurality level;13;Bolívar;13683;Santa Rosa;Ciudades y aglomeraciones;Aglomeración Cartagena;A-Cartagena;En aglomeración;156838613.5;50809.14039
1057;12It12;Rurality level;13;Bolívar;13688;Santa Rosa del Sur;Rural;Rural;Fuera SC;Fuera SC;2432101439;303893.9734
1058;12It12;Rurality level;13;Bolívar;13744;Simití;Rural;Rural;Fuera SC;Fuera SC;1394965917;221950.9514
1059;12It12;Rurality level;13;Bolívar;13760;Soplaviento;Intermedio;intermedio;Fuera SC;Fuera SC;95965024.91;51023.32249
1060;12It12;Rurality level;13;Bolívar;13780;Talaigua Nuevo;Rural;intermedio;Fuera SC;Fuera SC;258336954.4;88397.15152
1061;12It12;Rurality level;13;Bolívar;13810;Tiquisio;Rural Disperso;Rural;Fuera SC;Fuera SC;790638149.5;149733.1117
1062;12It12;Rurality level;13;Bolívar;13836;Turbaco;Ciudades y aglomeraciones;Aglomeración Cartagena;A-Cartagena;En aglomeración;214459735;60975.79801
1063;12It12;Rurality level;13;Bolívar;13838;Turbaná;Ciudades y aglomeraciones;Aglomeración Cartagena;A-Cartagena;En aglomeración;196657902.3;84330.05355
1064;12It12;Rurality level;13;Bolívar;13873;Villanueva;Ciudades y aglomeraciones;Aglomeración Cartagena;A-Cartagena;En aglomeración;145668776.8;59773.64102
1065;12It12;Rurality level;13;Bolívar;13894;Zambrano;Rural;Rural;Fuera SC;Fuera SC;319660000.6;82249.68844
1066;12It12;Rurality level;99;Vichada;99624;Santa Rosalía;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;3934390592;294348.4995
1067;12It12;Rurality level;54;Norte de Santander;54001;Cúcuta;Ciudades y aglomeraciones;Nodo;A-Cúcuta;Centro aglomeración;1160235234;230627.5971
1068;12It12;Rurality level;54;Norte de Santander;54003;Abrego;Rural;Rural;Fuera SC;Fuera SC;1418582237;203839.7853
1069;12It12;Rurality level;54;Norte de Santander;54051;Arboledas;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;467411083.7;110570.4068
1070;12It12;Rurality level;54;Norte de Santander;54099;Bochalema;Rural;Rural;Fuera SC;Fuera SC;171732479.5;73675.51731
1071;12It12;Rurality level;54;Norte de Santander;54109;Bucarasica;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;279393251.3;70948.93542
1072;12It12;Rurality level;54;Norte de Santander;54125;Cácota;Rural Disperso;Rural;Fuera SC;Fuera SC;144459363.9;52006.83224
1073;12It12;Rurality level;54;Norte de Santander;54128;Cachirá;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;638875911.5;152927.1934
1074;12It12;Rurality level;54;Norte de Santander;54172;Chinácota;Intermedio;intermedio;Fuera SC;Fuera SC;168762686.1;69503.12998
1075;12It12;Rurality level;54;Norte de Santander;54223;Cucutilla;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;381761205.8;86540.45693
1076;12It12;Rurality level;54;Norte de Santander;54239;Durania;Rural;Rural;Fuera SC;Fuera SC;178135957.4;58197.62304
1077;12It12;Rurality level;54;Norte de Santander;54261;El Zulia;Rural;intermedio;Fuera SC;Fuera SC;523255088.2;130328.8545
1078;12It12;Rurality level;54;Norte de Santander;54313;Gramalote;Rural;Rural;Fuera SC;Fuera SC;153172142.8;66796.41025
1079;12It12;Rurality level;54;Norte de Santander;54344;Hacarí;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;430582129.2;91576.37809
1080;12It12;Rurality level;54;Norte de Santander;54347;Herrán;Rural Disperso;Rural;Fuera SC;Fuera SC;110502489.3;55978.46713
1081;12It12;Rurality level;54;Norte de Santander;54377;Labateca;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;257499752.6;79611.5563
1082;12It12;Rurality level;54;Norte de Santander;54385;La Esperanza;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;688688777.3;156444.3507
1083;12It12;Rurality level;54;Norte de Santander;54398;La Playa;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;244364420.1;95799.40386
1084;12It12;Rurality level;54;Norte de Santander;54405;Los Patios;Ciudades y aglomeraciones;Aglomeración Cúcuta;A-Cúcuta;En aglomeración;131786380.9;60208.43173
1085;12It12;Rurality level;54;Norte de Santander;54418;Lourdes;Rural;Rural;Fuera SC;Fuera SC;90458657.2;46278.23688
1086;12It12;Rurality level;54;Norte de Santander;54480;Mutiscua;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;160806169.8;50309.67434
1087;12It12;Rurality level;54;Norte de Santander;54498;Ocaña;Ciudades y aglomeraciones;Función Subregional;SA-Otros SC;Uninodal;534534962.4;156037.0884
1088;12It12;Rurality level;54;Norte de Santander;54518;Pamplona;Ciudades y aglomeraciones;Función Subregional;SA-Otros SC;Uninodal;303135929.1;96532.8538
1089;12It12;Rurality level;54;Norte de Santander;54520;Pamplonita;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;176206941.5;60354.28471
1090;12It12;Rurality level;54;Norte de Santander;54553;Puerto Santander;Intermedio;intermedio;Fuera SC;Fuera SC;48966988.82;31341.4686
1091;12It12;Rurality level;54;Norte de Santander;54599;Ragonvalia;Intermedio;intermedio;Fuera SC;Fuera SC;96859635.28;41591.84835
1092;12It12;Rurality level;54;Norte de Santander;54660;Salazar;Rural;Rural;Fuera SC;Fuera SC;510305783.2;99697.06835
1093;12It12;Rurality level;54;Norte de Santander;54670;San Calixto;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;409058492.4;128079.1698
1094;12It12;Rurality level;54;Norte de Santander;54673;San Cayetano;Rural;Aglomeración Cúcuta;A-Cúcuta;En aglomeración;141514834.3;58904.93931
1095;12It12;Rurality level;54;Norte de Santander;54680;Santiago;Rural;Rural;Fuera SC;Fuera SC;173039479.1;60198.26811
1096;12It12;Rurality level;54;Norte de Santander;54720;Sardinata;Rural;Rural;Fuera SC;Fuera SC;1507097101;229005.7859
1097;12It12;Rurality level;54;Norte de Santander;54743;Silos;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;325950529.3;80136.79851
1098;12It12;Rurality level;54;Norte de Santander;54871;Villa Caro;Rural;Rural;Fuera SC;Fuera SC;408802063.5;111243.6597
1099;12It12;Rurality level;54;Norte de Santander;54874;Villa del Rosario;Ciudades y aglomeraciones;Aglomeración Cúcuta;A-Cúcuta;En aglomeración;90524405.73;65057.8451
1100;12It12;Rurality level;5;Antioquia;5234;Dabeiba;Rural;Rural;Fuera SC;Fuera SC;2003466210;258368.281
1101;12It12;Rurality level;5;Antioquia;5284;Frontino;Rural;Rural;Fuera SC;Fuera SC;1406098812;219950.9629
1102;12It12;Rurality level;5;Antioquia;5361;Ituango;Rural Disperso;Rural;Fuera SC;Fuera SC;2902104029;324388.4042
1103;12It12;Rurality level;5;Antioquia;5847;Urrao;Rural;Rural;Fuera SC;Fuera SC;2610689740;273004.2422
1104;12It12;Rurality level;15;Boyacá;15180;Chiscas;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;671874919.8;125378.5301
1105;12It12;Rurality level;15;Boyacá;15223;Cubará;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1202735999;185818.4797
1106;12It12;Rurality level;15;Boyacá;15332;Güicán;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;963002362.8;148584.7529
1107;12It12;Rurality level;17;Caldas;17614;Riosucio;Intermedio;intermedio;Fuera SC;Fuera SC;392548173.5;97576.19742
1108;12It12;Rurality level;18;Caquetá;18610;San José del Fragua;Rural;Rural Disperso;Fuera SC;Fuera SC;1319223395;181451.0734
1109;12It12;Rurality level;18;Caquetá;18860;Valparaíso;Rural;Rural Disperso;Fuera SC;Fuera SC;1336915979;214544.8819
1110;12It12;Rurality level;19;Cauca;19256;El Tambo;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;2764504979;289660.891
1111;12It12;Rurality level;20;Cesar;20001;Valledupar;Ciudades y aglomeraciones;Aglomeración;SA-Otros SC;Uninodal;4372417427;391322.9535
1112;12It12;Rurality level;20;Cesar;20013;Agustín Codazzi;Intermedio;intermedio;Fuera SC;Fuera SC;1831604234;241361.1087
1113;12It12;Rurality level;20;Cesar;20045;Becerril;Rural;Rural;Fuera SC;Fuera SC;1263345972;202006.9556
1114;12It12;Rurality level;20;Cesar;20621;La Paz;Rural;Rural;Fuera SC;Fuera SC;1107228610;298261.6614
1115;12It12;Rurality level;23;Córdoba;23466;Montelíbano;Intermedio;intermedio;Fuera SC;Fuera SC;1596974229;377184.8254
1116;12It12;Rurality level;23;Córdoba;23580;Puerto Libertador;Rural;Rural;Fuera SC;Fuera SC;1680817265;231711.4028
1117;12It12;Rurality level;23;Córdoba;23807;Tierralta;Intermedio;intermedio;Fuera SC;Fuera SC;5056900625;352759.604
1118;12It12;Rurality level;27;Chocó;27615;Riosucio;Rural Disperso;Rural;Fuera SC;Fuera SC;7757932986;587288.6595
1119;12It12;Rurality level;44;La Guajira;44001;Riohacha;Ciudades y aglomeraciones;Aglomeración;SA-Riohacha-Maicao;Uninodal;3221465666;272548.5606
1120;12It12;Rurality level;44;La Guajira;44035;Albania;Rural;intermedio;Fuera SC;Fuera SC;580642487.7;118732.9119
1121;12It12;Rurality level;44;La Guajira;44090;Dibulla;Rural Disperso;Rural Disperso;Fuera SC;Fuera SC;1830964684;188186.555
1122;12It12;Rurality level;44;La Guajira;44650;San Juan del Cesar;Rural;intermedio;Fuera SC;Fuera SC;1366300642;228837.9427
